itemId,embedding
11,"[0.044057343155145645, -0.16918808221817017, -0.11949969828128815, 0.01261265017092228, 0.035277411341667175, 0.5315579175949097, -0.2503132224082947, 0.12056609243154526, 0.04691993445158005, -0.2564479410648346, -0.03551218658685684, 0.2538711428642273, 0.20818740129470825, 0.5188763737678528, 0.20245344936847687, -0.3372425138950348, -0.30496445298194885, 0.3599195182323456, 0.6594061255455017, 0.19068452715873718, -0.9264881014823914, -0.348086416721344, 0.6386871337890625, -0.07712571322917938, 0.06532082706689835, -0.13532643020153046, -0.37884464859962463, -0.3540186882019043, -0.34015926718711853, -0.7838712930679321, 0.2109227478504181, 0.21157591044902802, -0.1253412812948227, -0.19485722482204437, 0.12040431052446365, 0.2830626368522644, -0.579761266708374, 0.01045501884073019, 0.012145261280238628, 0.060198426246643066, 0.011555676348507404, 0.16364815831184387, 0.5501177310943604, -0.010636159218847752, 0.4938523471355438, -0.4968477189540863, -0.08755453675985336, -0.11601962149143219, 0.15428569912910461, 0.07221746444702148, -0.333976686000824, 0.34529751539230347, -0.4883061945438385, -0.13515329360961914, 0.011018972843885422, -0.6615641713142395, 0.3696261942386627, -0.2118121087551117, 0.46974286437034607, 0.4205130934715271, 0.28157371282577515, 0.12655983865261078, -0.057816192507743835, 0.23096998035907745, -0.16232629120349884, -0.11118196696043015, 0.26425421237945557, -0.3045893907546997, 0.5301252603530884, -0.17657525837421417, -0.6096583604812622, 0.23912495374679565, -0.25287190079689026, 0.04098263382911682, 0.1759660542011261, 0.3095475137233734, -0.5153645277023315, -0.6695844531059265, -0.44595271348953247, 0.46347615122795105, 0.02990805171430111, 0.15820536017417908, 0.2506122291088104, -1.1661319732666016, -0.018323445692658424, 0.3482511341571808, 0.40808144211769104, -0.4733072519302368, 0.36589640378952026, -0.775331437587738, 0.20391054451465607, 0.08369441330432892, -0.6448808312416077, 0.01859336905181408, -0.04360075294971466, 0.49491846561431885, -0.3247629702091217, 0.09150884300470352, 0.4775087237358093, -0.5502493977546692]"
12,"[0.020489420741796494, -0.8991618156433105, 0.42479193210601807, 0.7395650148391724, 0.18091709911823273, 0.6324926614761353, -0.08267728239297867, -0.12077832967042923, 0.2179415225982666, 0.1568189114332199, 0.27455461025238037, 0.19068795442581177, 0.2958223521709442, -0.7700304388999939, 0.09837915003299713, -0.7946977615356445, -0.26946455240249634, 0.6992549300193787, -0.06640058755874634, 0.13102078437805176, 0.24620093405246735, -0.2541573643684387, -0.5787661075592041, 0.08109041303396225, -0.5970863699913025, 0.2542657256126404, 0.2904059886932373, -0.09828104078769684, -0.7189735174179077, 0.5192180275917053, 0.005005639512091875, 0.20147551596164703, -0.377840518951416, 0.11771059781312943, 0.23334179818630219, -0.43454429507255554, -0.6016910076141357, -0.9552076458930969, -0.32793736457824707, -0.03258029371500015, -0.20988474786281586, -0.23319794237613678, -0.26372021436691284, 0.18532107770442963, -0.21498645842075348, -0.6798177361488342, -0.3480885922908783, 0.13903437554836273, -0.4409259259700775, -0.043120548129081726, -0.227105975151062, -0.12370278686285019, -0.19322176277637482, -0.1559506207704544, -0.012680458836257458, -0.104877769947052, 0.3498838245868683, 0.4479312002658844, 0.4083952307701111, 0.04954472929239273, 0.5127969980239868, -0.3064940869808197, 0.02365642413496971, -0.20625562965869904, 0.15479663014411926, -0.18880096077919006, -0.6012841463088989, 0.4035937190055847, 0.5387011170387268, -0.8664183020591736, -0.29290929436683655, -0.48949623107910156, 0.17366358637809753, -0.13373593986034393, -0.3599965572357178, 0.12275553494691849, -1.0623555183410645, -0.7438516616821289, -0.028665756806731224, -0.2541641294956207, 0.06142677739262581, 0.21413101255893707, -0.31040334701538086, -0.3431412875652313, 0.08648701757192612, 0.2927185595035553, -0.10333029180765152, -0.894596517086029, -0.907688319683075, -0.08844216912984848, 0.1655951589345932, -0.18105097115039825, -0.10161169618368149, -0.3945711553096771, -0.6404746770858765, 0.4976257085800171, -0.7097399234771729, 0.015385093167424202, -0.1333457976579666, -0.4949832856655121]"
13,"[0.5282118916511536, -0.05294505134224892, 0.2850803732872009, -0.2572784125804901, 0.007131972815841436, -0.5071613788604736, -0.13468413054943085, 0.35032159090042114, 0.11311373114585876, 0.7492379546165466, -0.9008654356002808, -0.04231749102473259, -0.37142249941825867, 0.2822275459766388, 0.39774778485298157, -0.8483964204788208, 0.5060610771179199, 0.0372413732111454, 0.6709585189819336, -0.051382895559072495, 0.622122049331665, 0.42510056495666504, -0.03631407022476196, 0.2618464529514313, -0.6155781149864197, -0.5008152723312378, -0.07596535980701447, 0.006607723888009787, -0.11347754299640656, -0.13040903210639954, 0.4715234637260437, -0.1826670616865158, 0.27734026312828064, -0.3705414831638336, -0.33370286226272583, -0.2662320137023926, -0.5434304475784302, -0.16490307450294495, -0.01158213522285223, 0.17560718953609467, -0.3039248585700989, 0.21285265684127808, 0.021771015599370003, 0.5759265422821045, -0.045347660779953, -0.24236910045146942, -0.38819223642349243, -0.3186921775341034, -0.04833809286355972, -0.46411818265914917, -0.2971875071525574, 0.13971789181232452, -0.326680988073349, -0.25296837091445923, 0.21109271049499512, -0.12724336981773376, 0.09378856420516968, 1.2890973091125488, -0.3126097619533539, -0.4029863774776459, -0.25913479924201965, -0.0914570763707161, -0.46307775378227234, -0.26892051100730896, 0.4144462049007416, 0.011903808452188969, 0.09761460870504379, -0.04903368651866913, -0.07806697487831116, -0.13600902259349823, 0.21956966817378998, 0.3062508702278137, -0.4868634343147278, 0.037124380469322205, -0.3808622658252716, -0.27702561020851135, -0.1487962305545807, -0.30461549758911133, 0.36141759157180786, 0.17323295772075653, 0.41671106219291687, 0.36045846343040466, 0.532223105430603, -0.394549161195755, -0.034020911902189255, -0.5166594982147217, 0.2513746917247772, -0.7305800914764404, 0.19635699689388275, -0.47706231474876404, 0.49050700664520264, -0.48304006457328796, 0.3686284124851227, 0.6326348185539246, 0.0007771701202727854, 0.001836211304180324, -0.2714040279388428, 0.4034091532230377, 0.34651732444763184, 0.0015032022492960095]"
14,"[0.06892751157283783, -0.4152699410915375, 0.4972999095916748, -0.1091664582490921, 0.46483367681503296, 0.23536786437034607, 0.16772250831127167, 0.5037906169891357, 0.27115052938461304, 0.27492761611938477, 0.08353723585605621, 0.10323115438222885, 0.07973843067884445, 0.274642676115036, 0.4741402864456177, 0.17210625112056732, 0.6695896983146667, 0.0034756020177155733, 0.07363910228013992, 0.2330739051103592, 0.07146570831537247, 0.38929349184036255, -0.8081114292144775, 0.39481911063194275, 0.18932923674583435, 0.07532528787851334, 0.08239205181598663, -0.11600372195243835, -0.4462450444698334, -0.3395178020000458, 0.01696663722395897, -0.3869919180870056, 0.32636404037475586, -0.512877345085144, 0.027928633615374565, -0.6396464705467224, 0.5009444355964661, -0.6555969715118408, -0.09865019470453262, 0.11174777895212173, -0.04824290797114372, -0.2593372166156769, -0.3102564215660095, 0.42599308490753174, 0.29986220598220825, -0.5247021913528442, 0.12380527704954147, -0.1145857721567154, -0.6721207499504089, 0.25341203808784485, -0.7573490142822266, 0.1325458437204361, 0.08520086854696274, -0.2225528210401535, -0.0878467708826065, 0.3866937756538391, -0.24211271107196808, 0.18982747197151184, -0.05031069368124008, -0.15723355114459991, -0.5582313537597656, -0.05350353196263313, 0.34083065390586853, 0.19847679138183594, -0.9089133143424988, -0.172654926776886, 0.9382055401802063, -0.22299477458000183, -0.24662823975086212, 0.04722825437784195, 0.13854800164699554, 0.3066389560699463, 0.07413841038942337, -0.22886598110198975, -0.11493588238954544, -1.1274784803390503, -0.04003375396132469, 0.913242757320404, -0.25321337580680847, 0.17731811106204987, -0.41036534309387207, -0.16393513977527618, -0.14282448589801788, -0.20478028059005737, -0.4335692524909973, -0.18079300224781036, 0.2443448007106781, 0.8639416098594666, -0.2532465159893036, -0.20752766728401184, -0.41151461005210876, -0.11115135252475739, -0.13563305139541626, 0.772541344165802, -0.21839898824691772, -0.37783282995224, -0.0085097411647439, 0.2937123775482178, -0.26018157601356506, 0.24627192318439484]"
15,"[0.5507124662399292, -0.6097379326820374, -0.15928229689598083, 0.4438379406929016, -0.3762872517108917, 0.4288734495639801, -0.27645108103752136, 0.37866905331611633, -0.22570207715034485, 0.6567716002464294, 0.40300044417381287, 0.2436743825674057, -0.03723956272006035, -0.5494325757026672, 0.6797716617584229, 0.332040399312973, 0.16967260837554932, -0.5754597187042236, 0.9598022699356079, -0.42456915974617004, 0.06063920632004738, -0.37455007433891296, -0.5993903875350952, -0.3133637309074402, 0.3638940453529358, 0.38573846220970154, -0.06196262687444687, -0.3673672676086426, 0.014795116148889065, 0.40348729491233826, 0.011628825217485428, 0.0791545957326889, 0.25463393330574036, 0.16258682310581207, -1.0115374326705933, -0.6075760126113892, 0.23189939558506012, -0.15715476870536804, 0.24095085263252258, -0.1086379736661911, 0.3053346276283264, -0.29181012511253357, 0.0700930505990982, -0.011221937835216522, -0.3375501036643982, -0.056470345705747604, -0.31925180554389954, -0.5522129535675049, 0.360426664352417, -0.0846073180437088, 0.263468861579895, 0.055839188396930695, -0.016273552551865578, -0.5577277541160583, -0.3935306668281555, 0.33430778980255127, 0.1688942313194275, 0.437783807516098, 0.5355287790298462, 0.009122690185904503, 0.1969502866268158, -0.3748861253261566, -0.44819357991218567, 0.503495991230011, -0.29998940229415894, -0.7330999970436096, 0.0879511684179306, 0.3185076117515564, 0.5252408981323242, 0.421220600605011, -0.5636240243911743, -0.07065355032682419, -0.1317218840122223, -0.8649558424949646, -0.47756385803222656, -0.49215054512023926, 0.3272326588630676, -0.268204927444458, -0.30137187242507935, 0.034533847123384476, 0.0875747948884964, -0.17570538818836212, -0.24562987685203552, -0.18026885390281677, 0.2853502929210663, -0.028241822496056557, 0.2374943643808365, 0.6144821047782898, -0.23178048431873322, 0.1345728486776352, 0.6136142015457153, 0.3517352342605591, 0.03408653289079666, -0.1849844753742218, 0.0950998067855835, -0.4792312979698181, -0.34288209676742554, 0.15189622342586517, -0.20867982506752014, -0.23666588962078094]"
16,"[0.5600684881210327, -0.0408308170735836, -0.3359517455101013, -0.2036382108926773, -0.20370501279830933, 0.2940976917743683, -0.02264670468866825, -0.4328831434249878, -0.23618535697460175, -0.21519635617733002, -0.19071216881275177, -0.14598585665225983, -1.0183653831481934, -0.42810550332069397, 0.25417011976242065, -0.4585559666156769, 0.07794472575187683, 0.1963767111301422, -0.0720897689461708, 0.4690358638763428, -0.27347812056541443, -0.3100443482398987, 0.24768318235874176, 0.3895778954029083, 0.15571153163909912, -0.40923818945884705, -0.2130730152130127, 0.1393255740404129, -0.24586458504199982, 0.13836516439914703, 0.353844553232193, 0.032368436455726624, -0.26869478821754456, -0.16898877918720245, 0.09042520076036453, -0.26061204075813293, -0.4103967249393463, -0.24192409217357635, -0.7217947244644165, -0.18776287138462067, -0.417388379573822, -0.1409957855939865, -0.05835071578621864, 0.33907121419906616, -0.393887996673584, -0.07976070046424866, 0.38515782356262207, 0.9984367489814758, -0.1501489281654358, -0.23463790118694305, 0.21272769570350647, -0.10276853293180466, -0.9103903770446777, 0.1003110259771347, -0.08113131672143936, 0.014729390852153301, 0.12540872395038605, -0.18614421784877777, 0.0452052466571331, 0.1333719938993454, -0.131657674908638, 0.09671871364116669, 0.17169858515262604, -0.5126851797103882, 0.20598936080932617, -0.10503643751144409, 0.3125010132789612, -0.6520864963531494, 0.13902117311954498, 0.2781113386154175, 0.2693834900856018, 0.32049912214279175, -0.35910627245903015, -0.2729177176952362, -0.08147595077753067, 0.1876094788312912, 0.22611679136753082, 0.11885974556207657, 0.032181330025196075, -0.41438764333724976, -0.3776620328426361, 0.32448968291282654, 0.06469263136386871, -0.5042586326599121, -0.3654675781726837, 0.06833884865045547, -0.8169938325881958, 0.106699138879776, -0.27304163575172424, 0.279522567987442, 0.47391170263290405, 0.19036491215229034, -0.03634107485413551, 0.7167208194732666, -0.20754554867744446, -0.41640716791152954, -0.39478814601898193, 0.2632961869239807, 0.20329910516738892, -0.7664274573326111]"
17,"[-0.2273024320602417, -0.34402182698249817, 0.0015434420201927423, 0.29817578196525574, -0.038458555936813354, 0.38766032457351685, -0.01959581859409809, -0.6883359551429749, -0.3809641897678375, 0.3468065559864044, -0.5853860378265381, 0.8061627745628357, 0.34167879819869995, 0.24519789218902588, -0.13665980100631714, -0.24754074215888977, -0.24156904220581055, 0.10108508169651031, 0.04293934628367424, -0.4322403073310852, -0.49733206629753113, 0.08521765470504761, 0.44683894515037537, -0.16727790236473083, -0.06600885838270187, -0.15015293657779694, 0.40449032187461853, -0.17590047419071198, -0.8384177088737488, 0.3347758948802948, 0.5810131430625916, 0.16071824729442596, -0.44179975986480713, 0.40759146213531494, 0.39361798763275146, 0.31278255581855774, -0.5425212979316711, 0.014959439635276794, -0.4529109597206116, -0.5901219248771667, -0.1156730130314827, 0.12081629037857056, 0.5647300481796265, -0.36387401819229126, 0.617422342300415, 0.5748493075370789, 0.14547941088676453, 0.22404395043849945, 0.06810493767261505, 0.1114010289311409, -0.01775241829454899, 0.21215912699699402, -0.0529726967215538, 0.1856519877910614, 0.5435951352119446, -0.18427732586860657, 0.1633378118276596, 0.3359204828739166, 0.5344953536987305, -0.766914427280426, -0.07094571739435196, -0.11107836663722992, 0.08410896360874176, -0.281653493642807, 0.013210311532020569, -0.3213801980018616, 0.6830028891563416, 0.41537052392959595, -0.07169228047132492, -0.5895158648490906, 0.18400099873542786, 0.02545773796737194, -0.11786600947380066, -0.23052257299423218, 0.012484881095588207, -0.09623830765485764, -0.3233427405357361, 0.03070012480020523, 0.00826552789658308, -0.25230294466018677, -0.2662428915500641, -0.17655843496322632, 0.09603207558393478, -0.3392881155014038, 0.47676026821136475, -0.6125259399414062, 0.40308064222335815, 0.028731761500239372, 0.19973328709602356, -0.3260428011417389, -0.06298281252384186, -0.20520970225334167, -0.29115694761276245, 0.2661691904067993, 0.3758999705314636, 0.3891634941101074, 0.26389625668525696, -0.37932369112968445, -0.3340613543987274, -0.48884373903274536]"
18,"[0.13220566511154175, -0.16871128976345062, 0.13315033912658691, 0.1281263530254364, 0.02955513633787632, 0.003753228113055229, 0.3374768793582916, 0.16328974068164825, 0.05442595109343529, -0.0021017082035541534, -0.32761654257774353, 0.1746109575033188, -0.3475773334503174, 0.22833457589149475, 0.00194088788703084, 0.05657380446791649, -0.4833778142929077, 0.028032872825860977, -0.26788705587387085, 0.06335796415805817, 0.060408614575862885, 0.0313614197075367, 0.021395757794380188, -0.36211520433425903, 0.5605487823486328, -0.06316179037094116, -0.00723092257976532, 0.37517446279525757, -0.1844356507062912, 0.03101467713713646, 0.1709035336971283, 0.08833614736795425, -0.002724122256040573, 0.12183625996112823, 0.24634815752506256, -0.2674447298049927, 0.355734646320343, 0.003256234573200345, -0.2375352382659912, 0.0895916298031807, -0.04458402097225189, -0.18045872449874878, -0.00048350795987062156, 0.09532826393842697, 0.037954408675432205, 0.08299904316663742, 0.04812414199113846, 0.45400092005729675, -0.2807604670524597, -0.04091622307896614, -0.13720524311065674, 0.11435060948133469, -0.07298967987298965, -0.44223615527153015, 0.021486984565854073, 0.5870165228843689, -0.0509294755756855, 0.5337420105934143, 0.04064298793673515, 0.027434784919023514, 0.20088879764080048, -0.08753093332052231, -0.230484277009964, -0.06218938156962395, -0.16579601168632507, -0.011594301089644432, -0.22225111722946167, 0.1064940020442009, -0.04731857404112816, -0.15840798616409302, -0.2340053766965866, 0.13880592584609985, -0.352291077375412, -0.36369428038597107, -0.301903635263443, -0.1382894515991211, 0.12038969248533249, -0.08479451388120651, -0.14293549954891205, -0.24280080199241638, 0.0129551962018013, 0.01767215132713318, 0.27679207921028137, 0.0060614063404500484, -0.4462480843067169, -0.10510233789682388, -0.1469610184431076, -0.05918291583657265, -0.0696093961596489, -0.1543544977903366, 0.15566332638263702, 0.06345274299383163, -0.05629195272922516, 0.38185837864875793, -0.015131697058677673, -0.025707438588142395, -0.18986517190933228, 0.07810468971729279, 0.09264317154884338, -0.49277588725090027]"
19,"[-0.13876186311244965, 0.6806192994117737, 0.08801578730344772, -0.11266244947910309, 0.12364558130502701, 0.10270602256059647, -0.22896431386470795, -0.32172921299934387, 0.6078447699546814, 0.48500901460647583, 0.007243492174893618, 0.11852842569351196, -0.27713167667388916, 0.00039593089604750276, 0.09981629252433777, 0.25833672285079956, 0.07576095312833786, -0.23140665888786316, -0.27397453784942627, 0.5136547684669495, -0.10427917540073395, 0.13901571929454803, -0.4643222391605377, 0.36719492077827454, -0.35814231634140015, 0.3857216536998749, 0.33282583951950073, -0.002034162636846304, 0.5303780436515808, 0.24001727998256683, 0.09841515868902206, -0.25963276624679565, -0.05618853121995926, 0.25292593240737915, -0.5456200242042542, 0.3248409628868103, -0.07684295624494553, 0.39483126997947693, -0.27273425459861755, 0.2553326487541199, -0.07653480023145676, -0.22922945022583008, -0.7423807978630066, -0.15427997708320618, 0.15489709377288818, 0.2842843234539032, 0.24870264530181885, 0.22878491878509521, 0.1167960911989212, 0.22441141307353973, -0.23031243681907654, -0.047045305371284485, -0.009213535115122795, -0.5428925156593323, -0.548947274684906, 0.3432251214981079, -0.0017910432070493698, 0.7947373390197754, -0.05196443572640419, 0.4396682679653168, -0.1704849749803543, -0.31123581528663635, 0.13024704158306122, -0.30469757318496704, 0.10753820091485977, -0.29446083307266235, 0.2914608120918274, -0.5954460501670837, 0.14663372933864594, -0.41278761625289917, -0.0030257152393460274, 0.16553467512130737, -0.5722287893295288, -0.2510697543621063, -0.15931928157806396, -0.6126335263252258, -0.5994144082069397, 0.4201163947582245, 0.014278930611908436, -0.3710635006427765, 0.5358402729034424, -0.3489082157611847, 0.10708120465278625, -0.8228675127029419, -0.6685174107551575, -0.8090440034866333, -0.3544747233390808, 0.32879072427749634, 0.1409914493560791, 0.04679178446531296, 0.020010631531476974, -0.00621373625472188, 0.07612404972314835, 0.48661449551582336, -0.13423243165016174, -0.6868881583213806, -0.2215949445962906, -0.0971493124961853, 0.10064640641212463, 0.004347075708210468]"
20,"[-0.2775247097015381, -0.10082683712244034, 0.5258725881576538, -0.5925673246383667, -0.011211348697543144, 0.017673922702670097, 0.04552311822772026, 0.32145261764526367, -0.18219071626663208, -0.011699593625962734, 0.19508306682109833, -0.17480580508708954, -0.1604912281036377, -0.0610402412712574, -0.0632045790553093, -0.42686644196510315, -0.17142334580421448, -0.5348791480064392, 0.31999504566192627, 0.439852774143219, -0.6477770805358887, -0.31754156947135925, -0.003952463623136282, 0.21665413677692413, 0.3840579092502594, 0.09581206738948822, 0.38272222876548767, 0.15777559578418732, -0.5386777520179749, 0.3164748549461365, -0.04533492773771286, 0.13723112642765045, 0.1743021458387375, -0.24763567745685577, 0.27421334385871887, -0.12987200915813446, 0.2452721893787384, -0.2741251587867737, -0.11896742880344391, 0.34199512004852295, -0.08319110423326492, -0.659570038318634, -0.33684277534484863, -0.05580553784966469, -0.1455630511045456, 0.7588725686073303, 0.2732994258403778, 0.23384323716163635, -0.5135847330093384, 0.15111474692821503, -0.18454986810684204, 0.8430412411689758, -1.002064824104309, -0.3496026396751404, 0.2567325830459595, 0.4386433959007263, -0.4680579900741577, 0.6220159530639648, -0.37748560309410095, -0.04834125190973282, -0.33284059166908264, 0.14894676208496094, -0.13546428084373474, -0.406506210565567, 0.04716277867555618, -0.37554529309272766, -0.4334654211997986, -0.6423584222793579, -0.18360531330108643, -0.1514560878276825, -0.11006075143814087, -0.2916106581687927, -0.0357789471745491, -0.16154304146766663, -0.22007159888744354, -0.7358866333961487, -0.045441318303346634, -0.03494207561016083, 0.25265827775001526, -0.019422432407736778, 0.2840486466884613, 0.3185056447982788, -0.07765732705593109, -0.9006174206733704, -0.34843316674232483, -0.41852909326553345, 0.40296635031700134, -0.20109596848487854, -0.18067659437656403, -0.13158616423606873, 0.12517739832401276, -0.567439079284668, 0.3456028699874878, -0.20860150456428528, -0.021375197917222977, -0.028623851016163826, -0.26530101895332336, -0.13627788424491882, 0.24645477533340454, -0.059629857540130615]"
21,"[0.022304458543658257, 0.28583958745002747, -0.13139751553535461, -0.03889814391732216, -0.4308221936225891, 0.7497512698173523, -0.45467257499694824, 0.11194591224193573, 0.10878529399633408, 0.56539386510849, 0.21620647609233856, 0.2627849876880646, -0.2292860597372055, 0.16343176364898682, -0.043193526566028595, 0.005701040383428335, 0.1707497388124466, -0.2815404236316681, 0.3171170651912689, 0.665071427822113, 0.05749819055199623, -0.38678860664367676, 0.1491548866033554, 0.04665084928274155, 0.34762024879455566, -0.12154661118984222, 0.3452426791191101, 0.3673832416534424, 0.3488403856754303, -0.4116906523704529, 0.039705656468868256, -0.23559018969535828, -0.31535691022872925, -0.17673346400260925, -0.18578766286373138, 0.6285876631736755, 0.1232815533876419, 0.19702066481113434, 0.07070336490869522, -0.5903620719909668, 0.23407737910747528, 0.005932686384767294, 0.196125790476799, -0.2850683033466339, 0.24237117171287537, 0.6964287161827087, 0.6076313257217407, 0.42088842391967773, -0.2040836066007614, -0.013699440285563469, 0.17500372231006622, 0.5268255472183228, -0.20352689921855927, -0.36057746410369873, 0.2702069878578186, 0.39314553141593933, 0.33905789256095886, 0.017366720363497734, 0.3795809745788574, -0.40923041105270386, 0.14607204496860504, -0.8879384994506836, -0.553312361240387, -0.433484822511673, -0.3427090346813202, 0.0113145112991333, 0.5095779299736023, 0.07416272163391113, -0.21429337561130524, 0.10272262990474701, -0.0036764354445040226, -0.027647409588098526, 0.14052756130695343, 0.09830692410469055, -0.315790057182312, -0.18275870382785797, 0.15769456326961517, -0.2167559266090393, -0.8877864480018616, -0.5621641278266907, 0.3987559378147125, -0.12056487053632736, 0.3938167095184326, 0.08824465423822403, -0.06269530951976776, 0.013642012141644955, -0.6307578682899475, -0.4903874397277832, 0.21176636219024658, -0.020883822813630104, 0.3631680905818939, -0.006381972227245569, -0.6329830288887024, 0.24605321884155273, 0.47128528356552124, -0.1219477429986, 0.0901021808385849, 0.3187407851219177, -0.2953072190284729, -0.4864746034145355]"
22,"[-0.38476914167404175, -0.4671681225299835, -0.15870976448059082, 0.008252560161054134, -0.4236125648021698, 0.3467597961425781, -0.1174287348985672, 0.2990996241569519, 0.27241507172584534, 0.077298603951931, 0.11932818591594696, 0.16765104234218597, 0.09798289090394974, 0.10159977525472641, 0.27178776264190674, -0.14808884263038635, -1.0172641277313232, 0.5167412757873535, 0.542669415473938, -0.4042312502861023, 0.037774767726659775, -0.4931967854499817, -0.04685596004128456, -0.3553270995616913, -0.4008488059043884, 0.26828378438949585, -0.387804239988327, -0.19634811580181122, 0.03222322836518288, 0.12586769461631775, -0.10336779803037643, 0.2212037295103073, -0.4423971474170685, 0.011659189127385616, 0.6247978806495667, 0.431105375289917, 0.09969132393598557, 0.049714669585227966, 0.7049021124839783, 0.06197969987988472, 0.06374064087867737, 0.066285140812397, 0.4658569097518921, -0.03208087384700775, 0.02461881749331951, -0.22351208329200745, 0.01443189475685358, -0.10172372311353683, 0.0934450551867485, -0.11972349882125854, -0.8637985587120056, 0.00037972696009092033, -0.22912536561489105, -0.16693612933158875, -0.45475441217422485, -0.6098634600639343, 0.08652437478303909, -0.3451578617095947, 0.05307309702038765, 0.1509745866060257, -0.002393348840996623, 0.23856602609157562, -0.3850489854812622, -0.7137259840965271, 0.01629435457289219, -0.4228442311286926, 0.13625577092170715, 0.12095587700605392, 0.20385770499706268, -0.10702227801084518, -0.6688451766967773, -0.7904862761497498, -0.16663768887519836, 0.259910523891449, 0.5078684091567993, -0.5791650414466858, 0.1466776579618454, -0.7965999245643616, 0.30851444602012634, 0.3672561049461365, 0.24072043597698212, -0.21684721112251282, -0.5060850381851196, -0.6450980305671692, -0.20494669675827026, -0.3792865574359894, 0.5018071532249451, -0.3230174779891968, 0.24686945974826813, -0.1416172981262207, -0.4181910455226898, 0.853932797908783, 0.1410111039876938, -0.27621990442276, 0.11155839264392853, 0.24782097339630127, -1.0504673719406128, 0.13306285440921783, 0.4692528247833252, 0.019315605983138084]"
